,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.Chr01.490,13906,12433,10717,10764,8396,12456,9740,8785,8412,7760,10434,9464,7344,7500,10303,10457,7450,9548
evm.TU.Chr01.491,69,191,85,188,128,164,46,73,193,202,187,97,120,57,44,218,131,175
evm.TU.Chr01.492,1702,2008,1813,1680,1816,2577,1565,2075,2652,2432,2262,1644,1967,2179,1684,2124,2505,1618
evm.TU.Chr01.493,0,0,52,2,0,0,0,0,0,0,114,47,0,137,0,0,0,0
evm.TU.Chr01.494,93,61,129,413,63,393,38,7,35,205,99,68,95,39,55,155,104,185
evm.TU.Chr01.498,70,0,194,2,442,0,265,137,275,0,0,91,0,0,139,205,509,251
evm.TU.Chr01.500,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0
evm.TU.Chr01.506,33,6,8,0,4,2,0,0,1,7,4,0,3,3,3,4,2,2
evm.TU.Chr01.507,1,7,51,4,14,24,9,0,46,0,0,12,13,0,13,17,5,34
evm.TU.Chr01.508,0,0,0,0,0,0,0,5,0,4,2,0,14,2,0,75,0,0
evm.TU.Chr01.509,137,9,2,54,100,0,2,30,0,13,2,21,10,0,0,10,11,9
evm.TU.Chr01.510,117,137,13,139,13,45,27,29,39,58,4,34,40,14,35,99,156,59
evm.TU.Chr01.513,39,0,0,1,30,21,0,0,0,12,0,0,41,0,29,31,18,51
evm.TU.Chr01.514,68,0,0,6,76,64,1,0,2,19,0,0,76,0,76,98,39,123
evm.TU.Chr01.515,367,0,0,0,1,4,0,0,0,0,0,0,5,0,5,112,0,104
evm.TU.Chr01.517,35,0,76,0,175,4,0,0,1,0,0,0,0,4,5,207,0,222
evm.TU.Chr01.518,3,0,89,4,1,69,3,3,2,14,8,13,50,2,4,14,42,2
evm.TU.Chr01.520,3526,2588,2008,1873,3217,2757,5688,2851,2592,2085,2437,4257,2195,2840,3662,3169,2188,3027
evm.TU.Chr01.521,892,1265,1281,940,1029,1158,1399,1291,1467,747,1011,1330,944,1507,1431,928,1247,1289
evm.TU.Chr01.522,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.523,1304,2327,1760,540,2484,2772,2712,2098,1970,2311,2335,2708,2160,2937,2456,2507,2584,2084
evm.TU.Chr01.524,72,269,158,81,199,163,178,303,538,85,89,303,151,187,150,113,138,238
evm.TU.Chr01.525,38,119,44,45,16,28,35,43,83,18,143,130,428,85,20,18,48,46
evm.TU.Chr01.526,2782,3183,2572,3024,3429,3649,2670,3439,3554,2889,3002,3538,2689,3296,3127,2984,3702,2974
evm.TU.Chr01.527,919,626,925,1024,1028,1402,847,1010,575,1187,1097,1306,1132,1058,1236,621,949,546
evm.TU.Chr01.528,1264,1645,1068,1324,1441,1654,955,1397,1427,1424,1611,1663,1297,1579,1528,1348,1400,1572
evm.TU.Chr01.529,495,494,431,451,504,505,468,376,588,461,378,389,303,321,597,491,436,361
evm.TU.Chr01.530,279,403,410,166,401,419,542,498,226,263,266,268,191,275,635,217,415,309
evm.TU.Chr01.531,45,8,6,1534,15,6,21,6,5,4,16,23,4,5,4,12,7,6
evm.TU.Chr01.532,20,39,9,13,58,76,11,13,15,213,134,34,51,22,60,93,21,23
evm.TU.Chr01.535,69,65,66,49,21,46,10,21,5,94,51,123,37,49,22,73,21,38
evm.TU.Chr01.536,733,698,375,366,704,593,591,582,563,497,626,515,470,604,555,467,412,506
evm.TU.Chr01.538,407,805,293,343,518,902,2566,1070,1043,593,735,536,590,960,362,473,920,801
evm.TU.Chr01.539,466,695,655,909,813,1103,838,637,644,711,617,864,566,695,784,813,696,664
evm.TU.Chr01.540,261,164,233,363,419,447,415,397,371,373,167,404,343,139,346,369,321,348
evm.TU.Chr01.542,202,7,167,24,195,100,188,29,226,193,93,32,109,24,132,96,37,3
evm.TU.Chr01.543,1956,2019,2554,3112,2563,3049,2161,2113,2496,2254,2444,2665,2085,2421,2786,2313,2265,2246
evm.TU.Chr01.544,8557,9842,7479,9688,7007,6731,8110,7803,8742,6383,7404,8347,5691,7282,7565,7455,8040,8248
evm.TU.Chr01.545,1282,2027,1499,1016,1926,1504,1784,2212,1920,702,1255,1788,899,2621,2437,1269,1619,1602
evm.TU.Chr01.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.548,350,365,491,575,550,621,495,291,505,439,553,338,408,399,418,441,811,396
evm.TU.Chr01.551,115,905,235,162,337,0,93,669,254,0,168,588,0,150,253,1026,461,1583
evm.TU.Chr01.552,118,214,29,428,543,17,747,411,162,25,333,5,0,297,717,12,20,97
evm.TU.Chr01.553,470,805,677,136,949,781,1036,1380,587,668,1005,931,908,1548,1256,589,1545,823
evm.TU.Chr01.554,0,14,10,0,10,23,29,23,19,28,16,3,10,22,20,8,4,13
evm.TU.Chr01.555,45,41,51,111,75,64,42,118,78,121,70,49,67,58,79,45,104,39
evm.TU.Chr01.557,0,154,19,145,24,255,58,72,110,200,134,31,201,10,2,240,3,264
evm.TU.Chr01.558,530,625,532,775,307,821,217,488,751,589,529,186,626,393,348,436,445,626
evm.TU.Chr01.559,1,0,1470,0,0,360,0,2,1490,0,0,0,287,0,1,661,0,559
evm.TU.Chr01.560,5,45,136,13,6,40,21,28,66,99,50,145,35,16,0,231,41,201
evm.TU.Chr01.561,182,220,197,153,162,192,194,171,232,166,206,240,143,223,122,497,199,339
evm.TU.Chr01.562,0,3797,3681,0,0,4120,362,2705,3512,6540,3350,211,2808,0,466,3910,3365,3535
evm.TU.Chr01.563,28581,31440,29889,16925,19280,30385,28558,26594,27751,24474,30715,14491,23617,22788,22456,29698,27432,28261
evm.TU.Chr01.564,2658,113,4174,2942,3701,4839,3058,172,179,257,4810,1969,3405,5289,2400,3335,4324,3813
evm.TU.Chr01.565,0,0,3,46,0,1,0,0,0,0,0,122,0,1,0,0,0,2
evm.TU.Chr01.566,357,533,423,293,281,833,925,628,400,943,864,1241,586,518,424,791,295,413
evm.TU.Chr01.567,1913,1070,1095,1438,1551,1922,1689,1607,1633,1202,1669,2314,1094,1358,1932,1160,792,1312
evm.TU.Chr01.568,143,222,112,176,150,197,248,313,423,200,274,190,200,257,108,81,4,533
evm.TU.Chr01.570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.571,7,129,56,157,90,348,270,189,231,20,65,24,197,44,123,135,7,265
evm.TU.Chr01.574,0,156,0,202,0,174,78,482,342,0,0,6,97,0,193,0,195,148
evm.TU.Chr01.575,94,106,132,329,96,125,196,163,163,144,127,112,164,82,130,106,97,202
evm.TU.Chr01.576,0,12,3,3,4,7,7,0,7,1,4,2,3,7,2,0,2,15
evm.TU.Chr01.580,385,241,362,567,493,303,629,258,343,450,282,520,265,232,323,526,352,501
evm.TU.Chr01.581,34,43,39,24,32,64,98,53,47,33,54,59,46,37,21,27,247,10
evm.TU.Chr01.582,8,10,199,0,18,19,3,1,1,45,25,115,6,0,46,12,0,0
evm.TU.Chr01.583,5467,5398,3954,5213,6490,6296,5234,4996,5733,4482,5726,6477,5225,5005,5991,4583,5771,6566
evm.TU.Chr01.584,1149,923,918,1016,882,601,685,842,854,409,651,812,552,564,832,475,526,610
evm.TU.Chr01.585,0,0,5,14,0,0,2,0,7,0,129,12,0,70,1,0,4,5
evm.TU.Chr01.586,9733,6241,4798,6685,5291,4123,4425,6625,6504,4099,4934,5152,3106,4321,5997,5659,6411,5692
evm.TU.Chr01.587,730,1010,959,305,1064,888,1295,1248,1204,534,795,1626,646,1123,773,675,1083,635
evm.TU.Chr01.589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.590,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
evm.TU.Chr01.591,349,324,305,174,278,377,256,263,454,279,212,288,237,212,387,351,205,283
evm.TU.Chr01.592,4,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0
evm.TU.Chr01.594,199,0,779,1,192,0,0,0,0,1,0,614,1,0,252,0,0,0
evm.TU.Chr01.595,57,120,272,13,47,62,200,74,43,2,92,315,17,134,221,13,6,10
evm.TU.Chr01.596,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.598,4808,3091,1286,4087,1597,4703,4420,2473,4031,3235,4192,2141,2628,2344,2934,4257,3087,4412
evm.TU.Chr01.599,220,288,1034,1261,532,1087,231,630,1120,1085,892,165,539,127,166,1370,216,1031
evm.TU.Chr01.600,338,87,1606,374,962,258,99,522,548,112,467,623,107,585,625,149,25,240
evm.TU.Chr01.601,1147,1507,1514,1614,1476,1204,1587,857,927,743,1026,1102,729,1996,1077,1802,1235,1407
evm.TU.Chr01.602,399,1167,1989,366,1329,594,1506,381,1211,552,978,645,281,1373,1703,907,1220,1274
evm.TU.Chr01.603,5359,4841,3674,2934,6877,4853,4298,4742,4933,4082,4417,7661,3909,3770,3952,4394,3093,4393
evm.TU.Chr01.604,488,631,408,508,446,483,363,458,579,291,367,450,385,446,482,472,408,618
evm.TU.Chr01.605,2677,2844,2463,896,2767,4014,3150,3062,2738,2368,3080,2827,2565,3743,2747,2270,2678,2339
evm.TU.Chr01.606,0,7,0,72,1,0,0,0,3,0,2,0,0,2,1,1,4,1
evm.TU.Chr01.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.610,13,46,23,175,11,7,93,23,153,19,22,35,4,3,13,58,188,11
evm.TU.Chr01.611,40,6,2,2,20,0,26,2,0,0,0,0,0,12,77,2,5,0
evm.TU.Chr01.612,104,106,83,363,165,98,291,212,316,42,231,274,96,219,421,325,215,309
evm.TU.Chr01.615,5285,5287,2501,94024,294,15076,893,1552,3668,460,1109,2627,507,1156,198,2193,160,453
evm.TU.Chr01.616,119,5902,261,541,3102,2678,3006,2901,1559,4685,9054,5007,4940,8028,2615,9160,2030,592
evm.TU.Chr01.617,50,0,6,22,13,30,8,8,0,4,8,12,10,4,32,2,30,26
evm.TU.Chr01.618,1524,764,949,1197,1745,1339,1371,553,988,1113,743,547,663,1037,2101,1386,923,1497
evm.TU.Chr01.619,2134,0,2211,774,2035,0,485,0,1967,621,0,0,0,563,1563,1262,0,4297
evm.TU.Chr01.620,14,2,0,105,2,221,84,20,74,133,108,4,0,17,3,0,67,6
evm.TU.Chr01.621,870,0,3584,233,3411,3551,858,3904,4321,1570,0,0,2387,523,1120,55,2705,420
evm.TU.Chr01.622,12,345,15,39,25,81,44,335,78,192,171,338,115,68,34,47,14,57
evm.TU.Chr01.623,483,1651,1024,301,1260,305,1067,927,6604,1015,699,3103,212,2028,1901,638,2297,758
evm.TU.Chr01.624,374,237,331,533,508,233,434,416,325,332,346,492,263,305,395,278,537,224
evm.TU.Chr01.625,25,44,46,55,13,51,24,20,25,27,45,63,38,29,40,22,12,33
evm.TU.Chr01.627,722,1088,1379,1344,1617,1831,1474,686,753,957,967,1999,1169,796,1130,1675,1090,1534
evm.TU.Chr01.628,14,19,23,43,13,37,26,10,7,33,46,30,9,20,46,105,2,44
evm.TU.Chr01.629,0,0,1,0,2,0,4,0,0,0,0,2,0,0,0,4,0,3
evm.TU.Chr01.630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
evm.TU.Chr01.632,17,11,4,72,4,2,18,5,6,12,54,23,0,19,26,56,9,1
evm.TU.Chr01.633,8,0,0,34,0,6,2,2,13,27,11,13,8,6,8,8,1330,0
evm.TU.Chr01.634,0,0,0,0,0,64,0,0,0,67,61,2,41,0,0,72,673,0
evm.TU.Chr01.635,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2
evm.TU.Chr01.636,13619,28933,3773,2502,15280,16935,13006,10203,35607,16453,27064,26719,13462,16545,20978,17659,15192,7969
evm.TU.Chr01.639,3,105,2,58,10,5,89,196,130,2,30,3,0,14,74,2,71,8
evm.TU.Chr01.640,501,1125,473,623,1025,608,897,727,897,930,965,1841,467,361,1214,880,1577,446
evm.TU.Chr01.641,100,396,254,205,243,179,106,148,192,210,198,261,121,122,119,330,124,248
evm.TU.Chr01.642,193,960,1024,1121,356,759,364,319,743,665,1045,709,516,1192,274,1478,242,1622
evm.TU.Chr01.643,590,662,740,721,723,747,739,561,892,564,598,620,583,831,635,556,752,662
evm.TU.Chr01.644,2270,2720,1532,1607,2909,2193,2125,1918,4666,2091,2949,2494,2247,3071,2098,1752,2525,2367
evm.TU.Chr01.645,636,792,753,593,587,654,662,468,588,730,689,661,687,655,794,708,709,572
evm.TU.Chr01.646,28,122,50,168,42,201,43,381,273,22,106,211,165,87,32,26,134,62
evm.TU.Chr01.647,39,169,7,22,9,114,79,120,74,21,57,137,60,71,37,19,81,68
evm.TU.Chr01.648,47,15,20,22,66,35,7,17,36,20,35,38,17,35,226,20,74,37
evm.TU.Chr01.649,4861,11951,3481,3831,8691,10991,5037,9773,7799,4505,7074,15680,7910,11427,9438,4167,5901,7903
evm.TU.Chr01.651,10171,17017,9590,5179,16068,16548,15434,14375,12689,12444,18104,15890,14833,18963,15576,13170,18976,14792
evm.TU.Chr01.653,0,2,0,0,2,5,3,0,3,0,2,1,0,7,7,0,2,1
evm.TU.Chr01.654,0,1,4,0,0,2,0,2,0,0,5,0,7,0,0,0,0,0
evm.TU.Chr01.656,0,0,0,0,2,2,0,0,7,0,3,0,2,1,0,0,2,0
evm.TU.Chr01.658,155,139,153,177,375,211,186,212,241,171,189,341,156,140,591,175,325,392
evm.TU.Chr01.659,17,15,32,364,4,182,3,24,8,43,97,13,135,43,2,27,2,83
evm.TU.Chr01.660,4415,4064,2253,3624,3706,3746,3525,3080,3023,2904,2717,2566,2178,2434,3884,2258,1548,2899
evm.TU.Chr01.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.664,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,2
evm.TU.Chr01.665,4823,8827,2386,3459,7803,5237,5875,5670,7553,6607,7589,10002,5165,7719,6511,4924,9005,5817
evm.TU.Chr01.666,4216,4431,3859,2630,4807,4989,6377,4024,5233,3880,5438,5483,4262,5614,5283,3989,4947,3869
evm.TU.Chr01.667,4199,7222,4999,3879,4928,6004,7263,5415,6913,5210,6465,6288,4768,6488,4100,5820,5304,5745
evm.TU.Chr01.669,310,376,320,439,572,899,48,383,256,556,580,59,552,521,1024,719,158,236
evm.TU.Chr01.676,10,245,81,4,98,223,129,58,13,143,300,16,160,202,78,159,23,94
evm.TU.Chr01.677,0,0,2,6,0,338,192,1,0,0,48,108,18,10,0,2,20,0
evm.TU.Chr01.680,0,34,0,2,0,0,0,102,0,1420,6997,0,0,6389,0,9678,0,14191
evm.TU.Chr01.681,196,187,52,237,89,208,41,49,11,98,54,145,36,92,141,13,66,98
evm.TU.Chr01.683,57,84,10,45,17,202,90,9,135,128,87,9,98,113,124,156,35,100
evm.TU.Chr01.685,0,4,1,2,4,3,2,12,1,4,2,19,0,2,1,4,2,15
evm.TU.Chr01.686,6979,7693,6274,5818,7718,7958,5425,7050,7126,5899,6561,6972,5664,4743,6251,5431,4796,10728
evm.TU.Chr01.687,10,6,26,16,23,44,1,5,4,7,25,771,4,92,23,3,1,6
evm.TU.Chr01.688,14,29,76,9,55,46,10,15,52,10,25,221,6,99,21,0,20,37
evm.TU.Chr01.689,43,95,7,159,76,21,18,84,104,253,177,27,74,233,69,83,108,41
evm.TU.Chr01.690,0,1,7,0,2,0,0,0,0,0,0,2,0,6,0,0,0,6
evm.TU.Chr01.691,1446,1946,1270,1103,1627,1585,987,1215,1884,1423,2186,1817,1609,1955,1732,1023,1927,1139
evm.TU.Chr01.692,791,1665,787,833,1190,2841,348,1009,1373,1126,3331,3655,1037,1888,4802,614,1713,1957
evm.TU.Chr01.694,0,0,0,0,0,0,0,152,216,61,0,314,0,0,1,145,0,166
evm.TU.Chr01.695,0,0,0,0,0,0,0,215,195,299,0,771,0,0,0,223,0,273
evm.TU.Chr01.696,0,0,4,2,0,2,1,3446,3343,3453,2,3355,0,1,7,3586,0,5355
evm.TU.Chr01.697,0,0,0,0,0,1,0,2003,2100,2034,0,1343,0,0,0,2163,0,3449
evm.TU.Chr01.698,306,1481,2301,0,17,168,171,852,249,123,1200,29,1,984,2390,389,655,391
evm.TU.Chr01.700,0,0,0,0,0,4,6,0,2,8,11,0,21,0,0,23,0,15
evm.TU.Chr01.701,7,0,1,2,7,83,4,8,12,44,50,17,49,9,5,59,12,5
evm.TU.Chr01.702,0,0,0,6,0,0,0,14,0,4,0,0,2,0,0,20,0,0
evm.TU.Chr01.703,687,1524,756,637,877,751,1077,1036,574,1215,620,2054,525,969,702,1056,1279,1412
evm.TU.Chr01.704,4,22,1,4,5,22,8,0,0,8,17,15,8,51,10,77,0,11
evm.TU.Chr01.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.711,14,3,2,3,0,0,1,0,7,5,3,0,1,0,4,2,0,5
evm.TU.Chr01.712,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
evm.TU.Chr01.713,0,0,0,0,0,6,0,21,0,0,0,0,0,0,0,10,0,3
evm.TU.Chr01.714,0,0,0,0,0,0,1,9,0,0,0,2,0,2,0,0,0,0
evm.TU.Chr01.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
evm.TU.Chr01.716,75,110,45,32,69,13,8,52,22,0,62,30,20,33,127,6,111,10
evm.TU.Chr01.717,2,6,0,0,4,160,1,0,0,12,2,0,0,0,0,1,13,2
evm.TU.Chr01.718,1094,1615,980,388,1174,1003,854,869,1061,746,1014,1091,497,1362,1125,814,1023,930
evm.TU.Chr01.719,1321,1485,1537,1554,1586,1855,1710,1126,1343,1098,1554,1542,1083,1410,1365,1348,1618,1500
evm.TU.Chr01.720,221,278,206,214,321,579,235,240,298,293,238,315,530,302,315,234,318,272
evm.TU.Chr01.721,5232,4952,3797,4334,4351,4521,4290,4229,4192,3660,4327,4367,3158,4109,4398,4074,3714,4239
evm.TU.Chr01.722,378,372,125,204,918,793,273,200,413,257,354,250,498,288,606,298,399,637
evm.TU.Chr01.723,2597,4831,2387,3194,6166,4096,4346,4727,4843,4087,5201,2150,3490,5035,4078,3540,3752,4278
evm.TU.Chr01.724,0,8,0,1,2,2,4,4,5,0,4,2,1,2,25,8,1,4
evm.TU.Chr01.725,174,627,315,1369,252,1796,864,512,502,719,370,583,420,621,368,413,886,982
evm.TU.Chr01.727,86,67,21,217,67,78,105,86,148,20,78,91,36,150,80,39,120,67
evm.TU.Chr01.730,4065,5967,3841,7067,4407,3868,4696,6371,7936,3904,5733,8023,3606,5346,5892,4759,4578,4245
evm.TU.Chr01.731,7517,4565,5272,9485,3221,6108,5403,3728,5749,3650,3579,3778,3047,3856,5360,5362,4212,2752
evm.TU.Chr01.732,6337,9781,7382,4480,8969,10688,10484,9165,8928,8941,11230,11458,7705,11046,11151,9312,10398,10103
evm.TU.Chr01.733,1130,895,638,2396,850,905,688,870,1571,730,1039,856,654,796,854,658,980,872
evm.TU.Chr01.734,17694,7892,5014,27328,5264,8278,5050,5106,14307,5326,5248,3578,4695,3022,6643,4724,3907,7368
evm.TU.Chr01.735,4759,5518,6096,3887,4818,5630,2796,3742,3239,1835,1195,931,2212,2138,2745,2125,1462,1819
evm.TU.Chr01.737,1346,1967,984,2996,2105,1658,1807,1139,1549,545,529,533,383,502,1319,461,367,272
evm.TU.Chr01.738,544,1735,890,1111,274,1486,662,3084,1027,485,950,1162,1174,524,293,681,1348,77
evm.TU.Chr01.739,76,6,32,36,16,44,65,15,35,0,6,7,10,6,29,2,7,42
evm.TU.Chr01.740,1688,241,618,666,610,705,371,432,579,11,1,0,205,650,983,277,397,842
evm.TU.Chr01.741,179,372,420,290,142,39,236,54,365,151,501,388,131,391,278,156,10,66
evm.TU.Chr01.742,353,841,1120,1856,259,637,207,619,625,439,1379,649,449,924,381,377,501,764
evm.TU.Chr01.743,358,71,251,18,207,109,59,2484,241,1187,37,775,99,0,867,195,4,1525
evm.TU.Chr01.744,148,234,189,610,172,363,447,236,265,306,315,300,230,219,248,300,301,299
evm.TU.Chr01.746,382,54,511,481,48,364,21,31,207,18,31,76,18,78,10,61,16,34
evm.TU.Chr01.749,0,0,0,2,0,0,0,14,122,23,0,0,0,0,0,0,0,3
evm.TU.Chr01.750,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.751,8,0,5,0,2,0,0,0,1,23,16,0,0,3,0,6,0,0
evm.TU.Chr01.752,0,0,0,0,0,2,0,0,0,2,4,6,0,9,0,11,0,0
evm.TU.Chr01.753,457,1208,770,626,306,1167,892,687,419,237,375,122,666,259,289,208,204,445
evm.TU.Chr01.754,1581,808,1299,1368,848,1285,1228,1274,1774,834,861,1070,713,585,931,929,908,1993
evm.TU.Chr01.755,31,0,41,93,41,2,706,15,178,97,487,66,59,394,33,76,70,0
evm.TU.Chr01.756,712,215,657,84,233,371,678,251,213,172,170,329,172,126,213,123,167,262
evm.TU.Chr01.757,127,71,82,5,3,141,35,81,0,11,0,0,105,0,2,8,99,0
evm.TU.Chr01.758,73,108,86,40,56,27,551,79,55,183,36,82,67,20,44,50,72,18
evm.TU.Chr01.759,384,155,157,42,241,6,19,108,19,7,0,24,8,7,46,1,101,0
evm.TU.Chr01.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
evm.TU.Chr01.764,269,0,7,0,542,720,0,1603,0,44,34,0,35,2,885,123,1175,0
evm.TU.Chr01.766,482,396,308,850,635,439,815,578,654,601,608,583,436,408,612,714,590,815
evm.TU.Chr01.767,1594,1802,1336,1428,2127,1271,1222,1443,1778,1375,1475,1557,1127,1224,1433,1721,909,1798
evm.TU.Chr01.768,1440,2499,1843,1722,2481,3382,2882,2318,2397,2400,2479,2297,2297,2316,2586,2225,2546,1965
evm.TU.Chr01.769,540,815,825,1645,939,1240,814,992,678,720,901,656,724,628,836,669,917,679
evm.TU.Chr01.770,2584,2245,2096,2536,2656,2360,1678,1557,2261,1836,1932,1987,1862,1761,2091,1800,1883,1994
evm.TU.Chr01.771,14,16,85,9,5,15,25,50,50,8,23,23,33,16,25,28,0,18
evm.TU.Chr01.772,3,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,4,2
evm.TU.Chr01.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.775,0,0,8,0,5,35,0,0,2,15,5,2,4,14,0,0,15,40
evm.TU.Chr01.776,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
evm.TU.Chr01.778,86,359,253,154,387,346,597,422,396,438,473,520,374,672,389,455,606,380
evm.TU.Chr01.780,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.783,1,285,181,1102,1197,65,6,369,1,4,125,325,8,19,112,2,865,1
evm.TU.Chr01.784,1,162,77,772,731,43,8,243,0,0,75,174,4,16,88,4,544,1
evm.TU.Chr01.785,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.Chr01.786,0,0,0,34,0,0,4,2,1,0,1,2,0,0,4,0,0,0
evm.TU.Chr01.787,525,533,461,1129,841,781,656,737,310,650,319,825,356,529,721,611,1305,364
evm.TU.Chr01.788,307,415,441,891,450,485,420,390,553,558,332,560,343,270,386,435,437,452
evm.TU.Chr01.789,138,94,161,140,152,164,266,275,202,125,116,112,80,141,94,177,169,33
evm.TU.Chr01.790,1812,1759,1511,3542,1897,2285,1445,1142,1925,1391,1444,1550,1196,1106,1983,1641,1240,1428
evm.TU.Chr01.791,0,61,0,30,0,8,0,2,2,4,8,0,2,0,16,2,0,16
evm.TU.Chr01.792,386,573,342,698,1000,715,848,994,1059,638,1051,1025,592,737,1426,857,872,623
evm.TU.Chr01.793,4,22,0,8,0,1,2,2,2,0,0,0,0,0,8,0,0,0
evm.TU.Chr01.794,0,7,4,0,0,0,4,2,0,16,40,0,17,0,0,18,0,0
evm.TU.Chr01.795,0,1,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0
evm.TU.Chr01.797,8,0,1,0,3,6,0,0,1,33,15,2,14,0,15,21,0,30
evm.TU.Chr01.798,2,0,0,0,1,0,1,34,1,0,4,11,0,12,16,6,7,0
evm.TU.Chr01.800,0,0,20,0,0,0,0,16,4,0,0,10,0,3,51,0,0,4
evm.TU.Chr01.801,0,0,0,0,0,0,0,1,12,6,8,0,6,0,0,16,8,2
evm.TU.Chr01.802,2,12,4,0,1,442,0,12,0,0,5,92,1,6,6,0,385,6
evm.TU.Chr01.806,86,52,69,55,39,70,10,36,70,151,127,0,57,116,104,122,10,69
evm.TU.Chr01.808,7,1,0,1,0,3,0,8,0,1,1,1,1,0,0,10,1,26
evm.TU.Chr01.809,0,0,59,0,0,0,0,36,6,0,4,11,0,13,1,0,1,2
evm.TU.Chr01.813_evm.TU.Chr01.810,2,20,1,0,1,33,1,4,1,6,3,0,13,1,7,7,4,26
evm.TU.Chr01.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr01.814,1,0,1,0,0,0,0,6,1,0,12,4,0,36,21,1,3,0
evm.TU.Chr01.815,0,0,0,0,0,0,0,0,15,3,19,0,8,0,0,3,5,0
evm.TU.Chr01.817,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12
evm.TU.Chr01.818,0,0,0,0,0,0,0,35,2,0,3,14,0,2,10,0,0,0
evm.TU.Chr01.820,0,0,1,0,0,2,2,1,332,25,31,4,7,0,0,92,97,42
evm.TU.Chr01.821,1598,2241,2112,2486,2090,2381,2374,1944,2599,1937,2497,2624,1952,2225,2334,2146,2664,2024
evm.TU.Chr01.822,6041,7968,8202,6721,6435,7349,5827,7033,8375,5637,8086,6869,4953,5747,6972,7153,7899,7718
evm.TU.Chr01.823,24,44,68,149,25,43,62,248,18,47,66,58,42,39,45,50,16,50
evm.TU.Chr01.825,33,67,28,29,28,12,60,12,0,75,39,67,26,14,37,51,39,43
evm.TU.Chr01.827,225,423,241,113,258,297,401,324,475,170,294,480,243,194,324,287,428,332
evm.TU.Chr01.829,0,0,0,4,0,0,6,1,8,2,2,0,6,0,0,1,6,2
evm.TU.Chr01.830,1928,2176,2517,1284,1844,2052,1634,2012,1991,2370,2684,2432,1933,2278,2549,2869,1830,1956
